id_orgao;nom_orgao;cod_local;nom_local;cod_tipo_material;tipo_material;id_material;nom_material;saldo_inicial_valor;saldo_inicial_qtd;entrada_qtd;entrada_valor;saida_qtd;saida_valor;saldo_final_qtd;saldo_final_valor
7501;06 SEC.DE EST.DO DES.REG.-CONCORDIA               ;75010001;SDR 6-CONCORDIA               ;72.01;MOTOR PARA VEICULOS LEVES                                   ;81760037;RETIFICA DE MOTOR TENSOR/ESTICADOR DA CORREIA DENTADA -RETIFICA;0;;2;654;2;654;;0
7501;06 SEC.DE EST.DO DES.REG.-CONCORDIA               ;75010001;SDR 6-CONCORDIA               ;72.01;MOTOR PARA VEICULOS LEVES                                   ;81760045;RETIFICA DE MOTOR VALVULA TERMOSTATO-RETIFICA;0;;2;196;2;196;;0
7501;06 SEC.DE EST.DO DES.REG.-CONCORDIA               ;75010001;SDR 6-CONCORDIA               ;73.09;FREIOS E RODAS VEICULOS PESADOS                             ;94749009;CABECOTE DO FREIO PASTILHA DE FREIO;0;;1;140;1;140;;0
7501;06 SEC.DE EST.DO DES.REG.-CONCORDIA               ;75010001;SDR 6-CONCORDIA               ;73.09;FREIOS E RODAS VEICULOS PESADOS                             ;94943001;INSTALACAO DOS FREIOS CILINDRO DA RODA;0;;2;240;2;240;;0
7501;06 SEC.DE EST.DO DES.REG.-CONCORDIA               ;75010001;SDR 6-CONCORDIA               ;73.01;MOTOR PARA VEICULOS PESADOS                                 ;92568006;COMPRESSOR DE AR JOGO DE REPARO DO COMPRESSOR DE AR;0;;1;1.450,00;1;1.450,00;;0
7501;06 SEC.DE EST.DO DES.REG.-CONCORDIA               ;75010001;SDR 6-CONCORDIA               ;73.01;MOTOR PARA VEICULOS PESADOS                                 ;92592002;FILTRO DE AR A SECO ELEMENTO DO FILTRO DE AR A SECO;0;;1;72,7;1;72,7;;0
7501;06 SEC.DE EST.DO DES.REG.-CONCORDIA               ;75010001;SDR 6-CONCORDIA               ;73.01;MOTOR PARA VEICULOS PESADOS                                 ;92711024;RADIADOR E VENTILADOR ADITIVO DO RADIADOR;0;;2;88,58;2;88,58;;0
7501;06 SEC.DE EST.DO DES.REG.-CONCORDIA               ;75010001;SDR 6-CONCORDIA               ;73.01;MOTOR PARA VEICULOS PESADOS                                 ;92738001;RETENTOR TRASEIRO DE OLEO DO MOTOR CARCACA DO RETENTOR TRASEIRO DE OLEO DO MOTOR;0;;1;20;1;20;;0
7501;06 SEC.DE EST.DO DES.REG.-CONCORDIA               ;75010001;SDR 6-CONCORDIA               ;73.01;MOTOR PARA VEICULOS PESADOS                                 ;92843002;TURBO-COMPRESSOR TUBO DE OLEO DO TURBO COMPRESSOR;0;;1;50;1;50;;0
7501;06 SEC.DE EST.DO DES.REG.-CONCORDIA               ;75010001;SDR 6-CONCORDIA               ;79.01;PNEUS                                                       ;99759060;"PNEUS PARA VEICULOS LEVES PNEU PARA RODA 15"", 185 C";0;;6;2.391,00;6;2.391,00;;0
7501;06 SEC.DE EST.DO DES.REG.-CONCORDIA               ;75010001;SDR 6-CONCORDIA               ;79.01;PNEUS                                                       ;99759031;"PNEUS PARA VEICULOS LEVES PNEU PARA RODA 15"", 205/70";0;;2;1.310,00;2;1.310,00;;0
7501;06 SEC.DE EST.DO DES.REG.-CONCORDIA               ;75010001;SDR 6-CONCORDIA               ;79.01;PNEUS                                                       ;99759025;"PNEUS PARA VEICULOS LEVES PNEU PARA RODA 15"",185/65";0;;12;5.086,80;12;5.086,80;;0
7501;06 SEC.DE EST.DO DES.REG.-CONCORDIA               ;75010001;SDR 6-CONCORDIA               ;79.01;PNEUS                                                       ;99759052;"PNEUS PARA VEICULOS LEVES PNEU PARA RODA 17"", 225/50";0;;4;1.948,00;4;1.948,00;;0
7501;06 SEC.DE EST.DO DES.REG.-CONCORDIA               ;75010001;SDR 6-CONCORDIA               ;21.02;DESPORTO                                                    ;27421001;BOLA P/FUTEBOL DE CAMPO DE COURO MODELO OFICIAL;0;;10;1.020,00;10;1.020,00;;0
7501;06 SEC.DE EST.DO DES.REG.-CONCORDIA               ;75010001;SDR 6-CONCORDIA               ;21.02;DESPORTO                                                    ;3018002;BOLA PARA BASQUETEBOL DE NYLON CATEGORIA ADULTO MOD. OFICIAL;0;;40;2.746,90;40;2.746,90;;0
7501;06 SEC.DE EST.DO DES.REG.-CONCORDIA               ;75010001;SDR 6-CONCORDIA               ;21.02;DESPORTO                                                    ;3026007;BOLA PARA FUTEBOL DE SALAO CATEGORIA ADULTO;0;;30;2.697,00;30;2.697,00;;0
7501;06 SEC.DE EST.DO DES.REG.-CONCORDIA               ;75010001;SDR 6-CONCORDIA               ;21.02;DESPORTO                                                    ;3026001;BOLA PARA FUTEBOL DE SALAO DE COURO, COR BRANCA, MODELO OFICIAL;0;;10;799,9;10;799,9;;0
7501;06 SEC.DE EST.DO DES.REG.-CONCORDIA               ;75010001;SDR 6-CONCORDIA               ;21.02;DESPORTO                                                    ;3042010;BOLA PARA HANDEBOL FEMININO INFANTIL,MODELO OFICIAL H2L;0;;30;2.247,00;30;2.247,00;;0
7501;06 SEC.DE EST.DO DES.REG.-CONCORDIA               ;75010001;SDR 6-CONCORDIA               ;21.02;DESPORTO                                                    ;3042002;BOLA PARA HANDEBOL MASCULINO DE COURO SEM COSTURA, MODELO  OFICIAL;0;;10;2.060,00;10;2.060,00;;0
7501;06 SEC.DE EST.DO DES.REG.-CONCORDIA               ;75010001;SDR 6-CONCORDIA               ;21.02;DESPORTO                                                    ;24651001;BOLA PARA VOLEIBOL EM COURO, MODELO OFICIAL;0;;40;3.082,00;40;3.082,00;;0
7501;06 SEC.DE EST.DO DES.REG.-CONCORDIA               ;75010001;SDR 6-CONCORDIA               ;21.02;DESPORTO                                                    ;102270001;BOLA TENIS DE MESA 2 ESTRELAS;0;;60;180;60;180;;0
7501;06 SEC.DE EST.DO DES.REG.-CONCORDIA               ;75010001;SDR 6-CONCORDIA               ;21.02;DESPORTO                                                    ;112461001;COLCHONETE PARA EDUCACAO FISICA;0;;17;1.122,00;17;1.122,00;;0
7501;06 SEC.DE EST.DO DES.REG.-CONCORDIA               ;75010001;SDR 6-CONCORDIA               ;21.02;DESPORTO                                                    ;2976002;MESA PARA TENIS DE MESA COMPLETA;0;;12;7.680,00;12;7.680,00;;0
7501;06 SEC.DE EST.DO DES.REG.-CONCORDIA               ;75010001;SDR 6-CONCORDIA               ;21.02;DESPORTO                                                    ;78239010;REDE DE PROTECAO LATERAL PARA GINASIO DE ESPORTES;0;;228;1.386,24;228;1.386,24;;0
7501;06 SEC.DE EST.DO DES.REG.-CONCORDIA               ;75010001;SDR 6-CONCORDIA               ;21.02;DESPORTO                                                    ;78239005;REDE DE PROTECAO PARA GINASIO DE ESPORTES, EM NYLON 3MM;0;;372;2.261,76;372;2.261,76;;0
7501;06 SEC.DE EST.DO DES.REG.-CONCORDIA               ;75010001;SDR 6-CONCORDIA               ;21.02;DESPORTO                                                    ;3158001;REDE PARA FUTEBOL DE SALAO MODELO OFICIAL, DE NYLON, COR BRANCA, MED. 3,00X2,00 METROS;0;;10;900;10;900;;0
7501;06 SEC.DE EST.DO DES.REG.-CONCORDIA               ;75010001;SDR 6-CONCORDIA               ;21.02;DESPORTO                                                    ;3174002;REDE PARA VOLEIBOL CONFECCIONADA EM POLIESTER(PVC);0;;30;2.187,00;30;2.187,00;;0
7501;06 SEC.DE EST.DO DES.REG.-CONCORDIA               ;75010001;SDR 6-CONCORDIA               ;21.02;DESPORTO                                                    ;3174001;REDE PARA VOLEIBOL DE NYLON COM 10 MALHAS, COM BARRA DE LONA;0;;10;1.299,90;10;1.299,90;;0
7501;06 SEC.DE EST.DO DES.REG.-CONCORDIA               ;75010001;SDR 6-CONCORDIA               ;21.01;RECREACAO                                                   ;64106002;RAQUETE DE TENIS DE MESA (PING PONG) EMBORRACHADA;0;;40;796;40;796;;0
7501;06 SEC.DE EST.DO DES.REG.-CONCORDIA               ;75010001;SDR 6-CONCORDIA               ;43.02;ADESIVOS E COLAS                                            ;3816055;COLA BRANCA ESCOLAR 90 GRAMAS;0;;2000;1.520,00;2000;1.520,00;;0
7501;06 SEC.DE EST.DO DES.REG.-CONCORDIA               ;75010001;SDR 6-CONCORDIA               ;57.05;SINALIZACAO,CONTROLE E ALARMA - DIVERSOS                    ;33332001;CONTROLE REMOTO PARA PORTAO ELETRONICO DE GARAGEM;0;;28;784;28;784;;0
7501;06 SEC.DE EST.DO DES.REG.-CONCORDIA               ;75010001;SDR 6-CONCORDIA               ;57.05;SINALIZACAO,CONTROLE E ALARMA - DIVERSOS                    ;29866040;MATERIAIS E COMPONENTES P/SINALIZACAO,CONTROLE E ALARMA ENGRENAGEM PARA PORTAO ELETRONICO;0;;1;630;1;630;;0
7501;06 SEC.DE EST.DO DES.REG.-CONCORDIA               ;75010001;SDR 6-CONCORDIA               ;57.05;SINALIZACAO,CONTROLE E ALARMA - DIVERSOS                    ;29866001;MATERIAIS E COMPONENTES P/SINALIZACAO,CONTROLE E ALARMA PARA MANUTENCAO E REPOSICAO;0;;2;1.890,00;2;1.890,00;;0
7501;06 SEC.DE EST.DO DES.REG.-CONCORDIA               ;75010001;SDR 6-CONCORDIA               ;54.10;MATERIAIS E COMPONENTES - DIVERSOS                          ;26425001;MATERIAIS E COMPONENTES P/TRANSM.E DISTRIB.ENERGIA ELETRICA PARA REPOSICAO E MANUTENCAO (APLICACAO DIRETA);0;;306;68.032,25;306;68.032,25;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;25.03;CILINDROS PARA GASES E LIQUIDOS                             ;123536001;BOTIJAO DE GAS BOTIJAO 13KG;0;;2;270;2;270;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;25.02;SACOS, BOLSAS E ENVELOPES                                   ;73830001;SACO DE RAFIA MEDINDO 70 X 110 CM;0;;60000;202,8;60000;202,8;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;25.02;SACOS, BOLSAS E ENVELOPES                                   ;15083005;SACO PLASTICO P/LIXO PACOTE C/05 UNID.,CAP.100 LITROS*;0;;3200;2.036,49;3200;2.036,49;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;25.02;SACOS, BOLSAS E ENVELOPES                                   ;15083004;SACO PLASTICO P/LIXO PACOTE C/10 UNID., CAP.30 LITROS*;0;;4820;1.209,41;4820;1.209,41;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;25.02;SACOS, BOLSAS E ENVELOPES                                   ;15083003;SACO PLASTICO P/LIXO PACOTE C/10 UNID., CAP.50 LITROS*;0;;57450;3.720,00;57450;3.720,00;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;25.02;SACOS, BOLSAS E ENVELOPES                                   ;15083006;SACO PLASTICO P/LIXO PACOTE C/20 UNID.,CAP.15 LITROS*;0;;4820120;1.657,60;4820120;1.657,60;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;63.05;EQUIPAMENTOS E UTENSILIOS DE JARDINAGEM E HORTICULTURA      ;49905002;ROCADEIRA COSTAL/DISCO/A GASOLINA;0;;1;1.490,00;1;1.490,00;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;63.06;FERTILIZANTES E PRODUTOS DE COMBATE A PRAGAS                ;28010028;FERTILIZANTES E PRODUTOS DE COMBATE A PRAGAS FERTILIZANTE 082020 COM 50 KG;0;;265;24.299,97;265;24.299,97;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;63.06;FERTILIZANTES E PRODUTOS DE COMBATE A PRAGAS                ;28010018;FERTILIZANTES E PRODUTOS DE COMBATE A PRAGAS FERTILIZANTE 450000 COM 50 KG;0;;270;24.300,00;270;24.300,00;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;44.04;BARBANTES, CORDOES E CORDONES                               ;106070001;BARBANTE EM FIBRA DE SISAL TORCIDO, COM 125 FIOS,ROLO COM 500 GRAMAS APROXIMADAMENTE.;0;;50;350;50;350;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;36.01;COMBUSTIVEIS-SOLIDOS, LIQUIDOS E GASOSOS                    ;2330003;GAS GLP CARGA PARA BOTIJAO DE 13KG;0;;2;170;2;170;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;36.01;COMBUSTIVEIS-SOLIDOS, LIQUIDOS E GASOSOS                    ;2313001;OLEO DIESEL COMBUSTIVEL *;0;;1397;4.797,22;1397;4.797,22;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;36.02;LUBRIFICANTES                                               ;2275010;OLEO/LUBRIFICANTE LUBRIFICANTE PARA VEICULOS;0;;4;119;4;119;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;36.02;LUBRIFICANTES                                               ;2275130;OLEO/LUBRIFICANTE LUBRIFICANTE T5 15W40;0;;9;202;9;202;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;78.01;COMBUSTIVEL                                                 ;98876001;DIESEL DIESEL COMUM;0;;1635;5.738,14;1635;5.738,14;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;78.01;COMBUSTIVEL                                                 ;98876006;DIESEL DIESEL S-10;0;;200;688,56;200;688,56;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;78.01;COMBUSTIVEL                                                 ;98850002;GASOLINA GASOLINA COMUM;0;;4267;18.474,37;4267;18.474,37;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;78.02;OLEOS E LUBRIFICANTES                                       ;104523002;OLEO HIDRAULICO OLEO HIDRAULICO 68;0;;2;56;2;56;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;78.02;OLEOS E LUBRIFICANTES                                       ;104523001;OLEO HIDRAULICO PARA USO EM TRANSMISSOES AUTOMATICAS E SISTEMA DE DIRECAO;0;;1;28;1;28;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;39.01;EQUIPAMENTOS DE REFRIGERACAO                                ;18082001;FREEZER HORIZONTAL, 380 LITROS, TAMPA UNICA, 220 V;0;;1;1.730,00;1;1.730,00;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;39.01;EQUIPAMENTOS DE REFRIGERACAO                                ;81442003;PURIFICADOR DE AGUA GELADA SOFT;0;;5;7.900,00;5;7.900,00;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;39.01;EQUIPAMENTOS DE REFRIGERACAO                                ;18040074;REFRIGERADOR E CONGELADOR, TIPO BIPLEX,FROST FREE,CAPAC.MIN.DE 352 LITROS;0;;1;1.847,00;1;1.847,00;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;18.03;EQUIPAMENTOS DE CONSERVACAO E LIMPEZA - DOMESTICOS          ;119520001;TANQUE PARA LAVAR ROUPAS;0;;1;280;1;280;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;18.04;EQUIPAMENTOS DE CONSERVACAO E LIMPEZA-INDUSTRIAL/HOSPITALAR ;14800012;LAVADORA DE ALTA PRESSAO ELETRICA ( TIPO LAVA JATO ) LAVADORA DE ALTA PRESSAO 2500W;0;;7;7.047,00;7;7.047,00;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;18.01;MATERIAIS DE LIMPEZA                                        ;14389001;AGUA SANITARIA COM NO MINIMO 2GR% IONS CLORO ATIVO EMBALAGEM DE 1 LITRO *;0;;500;1.000,00;500;1.000,00;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;18.01;MATERIAIS DE LIMPEZA                                        ;14389008;AGUA SANITARIA EM LITRO;0;;500;1.025,00;500;1.025,00;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;18.01;MATERIAIS DE LIMPEZA                                        ;14389005;AGUA SANITARIA EMBALAGEM EM GALAO DE 05(CINCO) LITROS;0;;125;778;125;778;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;18.01;MATERIAIS DE LIMPEZA                                        ;74357009;DESINFETANTE FRASCO COM 500ML;0;;500;750;500;750;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;18.01;MATERIAIS DE LIMPEZA                                        ;14320004;DESINFETANTE LIQUIDO AROMA PINHO - EMBALAGEM COM 5 LITROS;0;;110;1.103,00;110;1.103,00;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;18.01;MATERIAIS DE LIMPEZA                                        ;14320013;DESINFETANTE LIQUIDO AROMA PINHO,EMBALAGEM 02 LITROS;0;;275;2.037,25;275;2.037,25;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;18.01;MATERIAIS DE LIMPEZA                                        ;14320001;DESINFETANTE LIQUIDO CANDAL - EMBALAGEM COM 5 LITROS;0;;10;180;10;180;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;18.01;MATERIAIS DE LIMPEZA                                        ;14320008;DESINFETANTE LIQUIDO EMBALAGEM 500 ML;0;;500000;1.750,00;500000;1.750,00;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;18.01;MATERIAIS DE LIMPEZA                                        ;14346005;DETERGENTE LIQUIDO NEUTRO EMBALAGEM COM 500ML;0;;300;420;300;420;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;18.01;MATERIAIS DE LIMPEZA                                        ;14460001;PASTA PARA LIMPEZA EMBALAGEM COM 500 GRAMAS *;0;;300000;1.080,00;300000;1.080,00;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;18.01;MATERIAIS DE LIMPEZA                                        ;14419003;SABAO EM BARRA COMUM, COM 200 GRAMAS*;0;;400;584;400;584;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;18.01;MATERIAIS DE LIMPEZA                                        ;14419001;SABAO EM BARRA DE COCO, COM 200 GRAMAS*;0;;400000;720;400000;720;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;18.01;MATERIAIS DE LIMPEZA                                        ;39284002;SAPONACEO CREMOSO PARA LIMPEZA PESADA DE SUPERFICIE,C/300 ML;0;;400;1.360,00;400;1.360,00;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;18.01;MATERIAIS DE LIMPEZA                                        ;60704003;SAPONACEO EM PO,EMBALAGEM C/350 ML;0;;40000;108;40000;108;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;18.08;MATERIAIS ESPECIFICOS PARA LAVANDERIA                       ;67873002;DETERGENTE PARA LIMPEZA LIQUIDO,NEUTRO CONCENTRADO USO DIARIO,EMB C/500 ML;0;;372;547,56;372;547,56;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;18.08;MATERIAIS ESPECIFICOS PARA LAVANDERIA                       ;14427002;SABAO EM PO EMBALAGEM COM 1 KG  *;0;;300;1.350,00;300;1.350,00;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;18.07;MATERIAIS ESPECIFICOS PARA TRATAMENTO DE PISOS              ;67881005;DETERGENTE PARA LIMPEZA DE PISOS GALAO COM 5 LITROS;0;;60;1.656,00;60;1.656,00;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;18.02;UTENSILIOS DE LIMPEZA                                       ;14494002;BALDE PLASTICO COM CAPACIDADE DE 15 LITROS.*;0;;111;927,96;111;927,96;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;18.02;UTENSILIOS DE LIMPEZA                                       ;55590001;ESCOVA PARA LIMPEZA DE VASO SANITARIO,COM CERDAS DE NYLON.*;0;;240;1.243,20;240;1.243,20;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;18.02;UTENSILIOS DE LIMPEZA                                       ;14605001;ESCOVAO PARA LIMPEZA COM CERDAS DE NYLON E CABO DE APROX.1,20 M *;0;;100;884;100;884;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;18.02;UTENSILIOS DE LIMPEZA                                       ;55107003;ESFREGAO DE ACO PARA LIMPEZA DE PANELAS;0;;255;762,45;255;762,45;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;18.02;UTENSILIOS DE LIMPEZA                                       ;14524003;ESPONJA DE ACO INOX PARA LIMPEZA DE PANELAS;0;;270;369,9;270;369,9;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;18.02;UTENSILIOS DE LIMPEZA                                       ;14524001;ESPONJA DE ACO PARA LIMPEZA*;0;;55;148,25;55;148,25;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;18.02;UTENSILIOS DE LIMPEZA                                       ;14532001;ESPONJA PARA LIMPEZA DUPLA FACE, COM MATERIAL ABRASIVO *;0;;275;266,75;275;266,75;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;18.02;UTENSILIOS DE LIMPEZA                                       ;14583009;FLANELA PARA LIMPEZA FLANELA P/ LIMPEZA EM ALGODAO NA COR BRANCA MED. 30X40CM;0;;10690;987;10690;987;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;18.02;UTENSILIOS DE LIMPEZA                                       ;14583001;FLANELA PARA LIMPEZA LARGURA DE 0,60 M E COMPRIMENTO DE 1,00 M;0;;10;14,1;10;14,1;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;18.02;UTENSILIOS DE LIMPEZA                                       ;14583002;FLANELA PARA LIMPEZA PELUCIADA,COM BORDAS CHULEADAS,MED.APROX.0,60X0,40 METROS*;0;;30;42,3;30;42,3;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;18.02;UTENSILIOS DE LIMPEZA                                       ;14567001;LA DE ACO TIPO BOM-BRIL EMBALAGEM COM 8 UNIDADES*;0;;30;41,1;30;41,1;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;18.02;UTENSILIOS DE LIMPEZA                                       ;4316003;LUVA DE BORRACHA PARA LIMPEZA TAMANHO GRANDE *;0;;420;1.226,40;420;1.226,40;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;18.02;UTENSILIOS DE LIMPEZA                                       ;4316002;LUVA DE BORRACHA PARA LIMPEZA TAMANHO MEDIO *;0;;970;2.919,70;970;2.919,70;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;18.02;UTENSILIOS DE LIMPEZA                                       ;4316001;LUVA DE BORRACHA PARA LIMPEZA TAMANHO PEQUENO *;0;;30;80,7;30;80,7;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;18.02;UTENSILIOS DE LIMPEZA                                       ;103810003;LUVA PARA LIMPEZA DE BORRACHA LATEX;0;;200;538;200;538;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;18.02;UTENSILIOS DE LIMPEZA                                       ;11967001;PA PARA LIXO DE PLASTICO*;0;;155;421,2;155;421,2;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;18.02;UTENSILIOS DE LIMPEZA                                       ;11819001;PANO DE COPA EM TECIDO DE ALGODAO, MED 0,70X0,50 M*;0;;265;577,7;265;577,7;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;18.02;UTENSILIOS DE LIMPEZA                                       ;11819004;PANO DE COPA EM TECIDO DE SACA ALVEJADA,C/ BAINHA,MED. 1,0 X 0,90M;0;;40450;1.068,20;40450;1.068,20;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;18.02;UTENSILIOS DE LIMPEZA                                       ;14591002;RODO DE BORRACHA COM 30 CM, COM CABO DE APROXIMADAMENTE 1,20 M *;0;;10;67,4;10;67,4;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;18.02;UTENSILIOS DE LIMPEZA                                       ;102970001;RODO PLASTICO, COM CABO DE MADEIRA;0;;110;741,4;110;741,4;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;18.02;UTENSILIOS DE LIMPEZA                                       ;14630001;SACO DE TECIDO DE ALGODAO PRE-LAVADO PARA LIMPEZA*;0;;570;1.926,60;570;1.926,60;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;18.02;UTENSILIOS DE LIMPEZA                                       ;14613002;VASSOURA DE NYLON COM CABO DE METAL, MEDINDO APROX. 1,20 METROS *;0;;92;521,64;92;521,64;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;18.02;UTENSILIOS DE LIMPEZA                                       ;14613015;VASSOURA DE NYLON COM CABO LONGO;0;;453;2.586,51;453;2.586,51;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;15.02;EQUIPAMENTOS PARA COZINHA E REFEITORIO _ INDUSTRIAL         ;5134004;CAFETEIRA ELETRICA CAP.MINIMA 1 LITRO E NO MAXIMO 2 LITROS,220 VOLTS;0;;1;474;1;474;;0
7601;07 SEC.DE EST.DO DES.REG.-JOACABA                 ;76010001;SDR 7-JOACABA                 ;15.02;EQUIPAMENTOS PARA COZINHA E REFEITORIO _ INDUSTRIAL         ;27529001;FOGAO A GAS SEMI-INDUSTRIAL COM 4 QUEIMADORES;0;;1;1.249,00;1;1.249,00;;0
